Id,Sales
1,-261.95826397213483
2,128.7768442035039
3,273.3189919283091
4,1033.0287991709622
5,772.546308654882
6,251.55393634037586
7,2.9180678814097347
8,451.3125352734829
9,24.812206680020186
10,504.35083457785356
11,384.43185783241955
12,607.5544748751424
13,604.6010349529444
14,1197.7252660129052
15,9.064915436533628
16,330.5346769051784
17,88.71061164749493
18,348.8062684201237
19,-497.21825938292335
20,-245.41301161227227
21,793.5602694671228
22,-915.1900684213055
23,287.46430904315366
24,349.5508237064184
25,-330.20319936583917
26,199.24932185527476
27,173.80849958640678
28,-238.89250967939097
29,301.42488558251284
30,-725.6056243023406
31,738.0008249081081
32,553.3162939941759
33,93.62642183497792
34,-4.1077816992710225
35,37.33719320475545
36,768.7953952098156
37,60.272731348965934
38,330.49707484114157
39,-63.55915461398295
40,595.556691660141
41,-905.9475900725399
42,385.564078639326
43,722.1445708566307
44,895.790386303284
45,606.5004698032692
46,428.9801216163561
47,660.9997139846654
48,491.20233068462335
49,359.9751426719941
50,552.6427265862116
51,-11.508518982464008
52,-825.8206032169911
53,92.85315589566959
54,-111.47379265721771
55,357.7662867180618
56,676.5357625114233
57,-244.28084816930794
58,397.6353163821674
59,206.38677298528225
60,-219.28152748069863
61,417.129304820977
62,-254.3951437098842
63,336.5538466662062
64,301.94749977687997
65,433.93989409495464
66,-49.48940015185012
67,-24.51553471254111
68,420.71891086089977
69,-208.80836311843743
70,-246.30252558021624
71,471.52113502081875
72,371.2504270364325
73,281.60472576900685
74,465.4551276010784
75,644.9036212913298
76,208.72997529157803
77,500.12162058368096
78,-253.55636814871457
79,781.599199175056
80,168.115243062336
81,1181.145939471444
82,406.83259194456986
83,107.42346811643776
84,-95.84481454428185
85,242.60257999769263
86,-1103.3328993117275
87,558.0195636057405
88,421.55986625186864
89,246.90808803483853
90,420.53939040414417
91,-318.6766896170387
92,393.40197218416466
93,809.4811726813302
94,-473.556264276146
95,83.92718309735905
96,436.7623434554011
97,70.2786090390012
98,108.77553623138566
99,-349.07100301284686
100,1166.3419122096352
101,54.48542664184648
102,388.22880584100926
103,284.86035893810964
104,543.5455511027478
105,-408.36518438525985
106,214.71730806474852
107,410.72252690327963
108,-74.98804527433995
109,-177.0258996881098
110,-627.5865944546532
111,639.70254739035
112,51.10471139702694
113,312.70616447889915
114,472.8317576876101
115,426.34665776310925
116,-452.13932177075674
117,-192.35730235147872
118,132.544450555717
119,162.68806918362736
120,244.15390176547342
121,-304.7928086682474
122,-246.1408166274781
123,142.67212623578462
124,-497.6494641355777
125,643.176507723029
126,198.20088108578375
127,-425.92055840130047
128,436.17964053169976
129,-723.7427876470662
130,-473.4373488242034
131,411.58943947804204
132,36.154162286147084
133,377.78096765917866
134,245.2271811218873
135,264.7747474826045
136,-138.08636665958153
137,76.84732536520508
138,391.89266950396126
139,187.15683077189075
140,554.8983915168853
141,-55.12831868178071
142,369.0482252997821
143,243.58103675783968
144,216.15955229665434
145,-169.30081233538164
146,678.5911125563356
147,-184.23806735268323
148,1884.0520208873127
149,130.6323239332059
150,337.5056865572257
151,-659.486395828516
152,138.25683795447318
153,185.37295558289662
154,-45.58490909283624
155,640.5452236995815
156,101.29190088138681
157,430.4571857611076
158,763.9205500474743
159,-106.21109554145282
160,738.179857771356
161,212.96744969341088
162,52.99752071204086
163,390.9123197337254
164,-191.28321989987566
165,-212.47498025060955
166,-5.330164282149825
167,506.3968916641481
168,212.21887893117022
169,411.5090152312386
170,141.98500659650273
171,595.9009326765943
172,823.8931173989868
173,-668.8250161442164
174,675.0039731659225
175,347.8465123050964
176,25.414427685016015
177,625.4664231551847
178,319.2353857309774
179,-617.2917172243928
180,-1022.116571195981
181,-378.655251500499
182,-130.89364537137496
183,434.4726617070708
184,158.6464926440154
185,-98.6478462103325
186,-132.45431746171565
187,269.4078896749699
188,-416.80313344628064
189,341.72090374952955
190,-408.114131092724
191,-85.62356393368776
192,402.71087797786487
193,-379.77344682356556
194,-922.3645766579
195,-1230.8013150192248
196,-53.10916528432416
197,220.37895705673037
198,204.4452043194959
199,-1731.1026568334587
200,354.3762498326534
201,1229.4698979234277
202,-18.832474629175966
203,618.0971069712688
204,191.52113684967398
205,-6.48977637140191
206,275.8682168326038
207,-1096.4337379971419
208,24.12699439181261
209,389.07747668218855
210,498.71534354346255
211,-503.30176280499967
212,-72.80039963799368
213,308.599164363339
214,443.5911192130482
215,349.8682470799468
216,462.7227683116767
217,415.72385955791884
218,91.68886864513756
219,-113.75291944020434
220,93.2896524719813
221,235.22319644194084
222,-493.6736266735954
223,262.4608581507142
224,-49.98928388416597
225,46.725060464735925
226,30.23991117519311
227,331.33063028358146
228,207.87726029248168
229,152.21691255933914
230,-59.85500712270159
231,392.0624954545045
232,57.3526772410615
233,64.57225919514946
234,-546.0853970025116
235,558.4699852789934
236,394.0542002056733
237,-1025.6389466957799
238,-48.48220405671838
239,1391.4694563921776
240,-120.08360408872574
241,-80.35829978151456
242,257.01696268288777
243,363.0028115352503
244,-367.45649063480226
245,162.40862073975936
246,509.8762442073831
247,91.082624993703
248,103.50612753439681
249,116.36621269731546
250,80.84742777468944
251,454.83341931078763
252,685.5739104984814
253,67.33192372098371
254,-789.8869120717557
255,374.5226957487399
256,324.59019499674554
257,737.7092439904891
258,-1505.1182100840479
259,-227.5257298273267
260,-504.0865588966671
261,-203.04641327371962
262,438.1678174004303
263,285.99306733852376
264,-354.1120888793511
265,573.3135936608409
266,183.92061529718382
267,185.87827454872505
268,642.8952523149853
269,587.0798498463865
270,294.80884400408866
271,-325.7794068801136
272,208.1553033197686
273,243.88652843141435
274,1423.8400436387335
275,-20.69313145465114
276,564.9584207682491
277,564.6417144439968
278,-500.8828974590935
279,4.138485749272119
280,-268.37717436358326
281,75.98249223334325
282,14.76134131840462
283,414.27542002026786
284,-984.8769325452341
285,-629.7353329972801
286,263.59104253767657
287,-599.3495955108137
288,228.5075136961147
289,351.3754846582351
290,922.2582812732162
291,367.45141392592774
292,340.99315609826584
293,-1654.7200439335786
294,-1183.2288242085572
295,-395.1825202645179
296,-976.4686406422715
297,-206.29129070368145
298,245.77730132648426
299,1170.2599841819379
300,299.31742039621616
301,542.8552334236946
302,-92.68282801063313
303,-117.31791634897255
304,455.09545779823276
305,411.7964946269985
306,344.32155542790366
307,489.5647622299175
308,20.216465777894268
309,752.2882898714398
310,458.6276425321282
311,676.3585652943221
