Id,Sales
1,4404.2188
2,6960.527
3,8712.56
4,5821.9873
5,6225.1997
6,5319.9653
7,7690.48
8,7293.37
9,4807.2847
10,5549.3784
11,6353.915
12,7629.007
13,6418.498
14,7633.5254
15,5233.7646
16,4469.529
17,5367.108
18,8992.596
19,10723.708
20,9176.807
21,6908.8057
22,5124.443
23,5562.486
24,4162.519
25,7818.635
26,9341.244
27,8600.904
28,5640.861
29,4873.358
30,4507.019
31,4954.2007
32,9888.844
33,6821.0425
34,4949.037
35,5064.678
36,6911.76
37,3891.2312
38,6739.957
39,3999.5977
40,6078.452
41,6862.0625
42,5153.666
43,6688.3765
44,5991.4595
45,4330.9966
46,6601.074
47,6367.6113
48,9750.242
49,5730.939
50,7766.4014
51,6756.983
52,8927.986
53,6322.634
54,8840.893
55,4592.872
56,4661.267
57,6091.938
58,5617.636
59,8402.7
60,7117.2153
61,5343.1377
62,6960.5054
63,6256.6685
64,9054.7295
65,3841.2722
66,12328.726
67,4631.4043
68,5916.3423
69,8058.667
70,5376.0605
71,5759.0923
72,6113.9277
73,6910.0767
74,4788.3027
75,4742.6377
76,7339.581
77,7064.799
78,6761.715
79,4367.4805
80,6841.1025
81,10079.5205
82,6234.5977
83,4519.3535
84,6348.2085
85,5808.288
86,6667.787
87,6568.42
88,3974.6882
89,7257.3135
90,5943.806
91,6840.661
92,6359.964
93,4455.1084
94,6279.6226
95,4883.179
96,6887.2104
97,8766.477
98,4973.103
99,4968.7354
100,5838.6196
101,5468.1406
102,5270.0303
103,7915.5244
104,6414.0195
105,7205.4604
106,5400.5635
107,4541.83
108,6111.858
109,7349.6772
110,8078.6895
111,7469.6973
112,7681.27
113,5423.126
114,7930.2393
115,5621.6367
116,7316.7627
117,8218.377
118,6395.422
119,9462.667
120,7288.1216
121,7404.925
122,5514.4546
123,6793.967
124,7312.0933
125,6206.103
126,3983.8801
127,5435.2734
128,7509.741
129,6829.156
130,4891.7993
131,8402.833
132,6446.884
133,5516.716
134,5334.944
135,5373.176
136,6935.9346
137,6692.7617
138,6555.2817
139,4952.6675
140,4761.5786
141,6370.786
142,3590.914
143,6271.9385
144,4759.628
145,8418.273
146,6853.5347
147,6279.1367
148,8088.8667
149,5199.9155
150,4554.194
151,10040.513
152,6557.105
153,7390.358
154,7353.302
155,4846.8213
156,5686.038
157,5330.609
158,7082.2295
159,11090.814
160,5777.315
161,2948.7883
162,4671.583
163,7667.4614
164,8545.538
165,5917.017
166,6834.8955
167,4488.3467
168,5302.1
169,3159.6433
170,4823.7695
171,5563.9917
172,6188.3
173,6972.9883
174,5953.3555
175,7375.4062
176,8138.077
177,7057.6743
178,4448.2373
179,9075.218
180,10650.759
181,5974.6816
182,7444.9
183,4756.852
184,6191.8525
185,4054.3154
186,6902.052
187,5072.222
188,8302.56
189,6753.3906
190,8086.5635
191,7928.0923
192,5102.237
193,8012.5566
194,18403.14
195,10138.409
196,5718.5024
197,2660.6814
198,5891.6787
199,9360.955
